user_id,if_local,gender,checkins_count,photos_count,friends_count
4711442,0,male,2063,38,22
3051162,0,male,10242,4,95
4781256,0,female,929,308,10
18320102,0,male,541,274,50
12503722,0,female,975,16,12
29078447,0,male,408,46,13
508566,0,male,2597,618,77
2379443,0,male,3780,271,391
3552140,0,female,2487,702,106
57860216,0,male,2557,21,694
69860842,0,male,332,62,166
4009384,0,male,7448,96,202
20132546,0,female,638,60,5
31529667,0,male,4527,76,124
24976477,0,female,836,4,50
4627020,0,male,2248,21,11
45760989,0,female,920,101,196
42032121,0,female,918,135,821
39559371,0,male,1175,13,71
35179821,0,female,507,22,110
216647,0,male,9689,18,392
6212529,0,female,1696,38,133
24960649,0,male,3148,31,81
4969181,0,female,2658,468,287
1048813,0,male,1715,145,99
9605273,0,male,3088,7,58
20420375,0,male,1343,202,21
108600,0,male,754,64,148
6812551,0,male,5324,157,58
49403503,0,male,1870,13,59
46642001,0,female,501,60,25
42118671,0,male,1195,26,9
5380543,0,male,2340,12,32
57932525,0,male,3093,1,109
2961671,0,male,4355,72,35
48692970,0,female,786,3,65
55249249,0,male,7985,211,30
7427240,0,female,1323,591,170
63191884,0,male,547,221,13
4935684,0,male,2927,47,67
4122142,0,female,3272,1221,25
11634003,0,male,3859,304,69
21491712,0,male,5088,833,19
10978530,0,male,1480,23,97
20072779,0,female,537,214,25
1797778,0,male,476,317,19
24540259,0,female,2583,319,90
3951039,0,female,8762,233,18
41364311,0,male,852,9,43
5665818,0,female,1135,87,42
4463459,0,female,4908,637,84
29486523,0,female,3342,1611,35
25456531,0,male,1002,187,22
25392221,0,female,1666,86,176
64045187,0,male,389,43,8
6898649,0,male,6224,751,69
11066683,0,male,2451,8,84
26484129,0,male,2010,174,103
6453660,0,female,2262,78,46
7002860,0,male,1615,61,35
8343172,0,male,16076,141,234
25436225,0,male,1231,30,85
7309031,0,male,1448,1,139
38014586,0,male,1419,1948,121
20173743,0,male,709,2,44
28682541,0,male,2693,4,27
18964816,0,female,1133,16,24
6184877,0,male,2049,56,139
126101741,0,male,1929,144,32
67179419,0,male,268,38,28
42658554,0,male,652,148,109
10334570,0,female,1750,86,187
10844937,0,male,575,359,126
112152,0,male,3470,159,50
11775111,0,male,2199,354,110
1272497,0,female,6081,635,171
1294383,0,male,13466,12093,741
13512179,0,male,5202,42,26
135543621,0,female,200,43,57
13936650,0,none,645,412,40
14210045,0,male,4025,1265,46
14323062,0,female,1181,19,44
151738653,0,none,110,5,7
1575950,0,female,1495,32,63
18058956,0,female,3740,3178,99
1808511,0,male,845,65,65
18386592,0,female,15589,2017,106
1884522,0,male,17871,753,23
24543714,0,male,3329,14,102
24712835,0,female,1448,170,120
25436977,0,female,2235,472,97
26772701,0,male,2410,3181,695
2720452,0,male,54419,643,132
27693608,0,female,5293,1543,290
28355759,0,female,1269,101,33
28475946,0,male,850,80,19
28975018,0,male,3009,1137,254
3199175,0,male,1642,101,15
32537764,0,male,1232,95,131
3262248,0,male,5151,83,73
32962,0,male,7600,63,319
33692423,0,female,2711,2487,607
33892275,0,female,2054,16,84
3574835,0,male,4169,57,214
3733749,0,female,2172,103,70
3805599,0,female,4704,264,62
3818465,0,male,4635,510,21
3922279,0,male,299,4,16
3954115,0,male,2956,51,503
4158052,0,male,3102,920,215
4433185,0,male,8405,51,54
447643,0,male,3531,188,81
45935276,0,female,1973,1386,16
46230808,0,male,850,187,37
464899,0,male,3608,137,131
46493535,0,female,2858,59,127
468816,0,male,5523,226,40
47192848,0,none,1431,329,29
50160218,0,female,2517,7,306
50234503,0,male,1345,77,11
5209661,0,female,1834,65,15
53676047,0,female,1052,61,67
55188014,0,male,8097,5438,61
5905448,0,female,5353,974,239
59872236,0,male,4715,5,31
60896001,0,female,8525,6436,134
61311461,0,male,2689,1803,32
6167665,0,male,1387,606,129
6448806,0,female,6605,920,37
66106490,0,female,741,388,36
67832994,0,male,2578,194,32
69312577,0,male,6059,155,29
70858455,0,female,499,77,43
71988466,0,male,1235,39,80
7234624,0,female,1483,168,54
72465544,0,female,331,81,2
75712101,0,female,265,19,22
76428037,0,female,562,119,9
76462547,0,female,466,139,152
7687846,0,female,2704,129,15
83172093,0,female,2800,234,117
8585854,0,male,669,53,79
9286587,0,female,4640,29,86
9760947,0,male,3109,84,50
97980726,0,male,499,42,8
31061398,0,female,13872,118,103
4570702,0,male,34179,898,40
4906973,0,male,6329,270,145
5481148,0,male,10417,421,688
7569766,0,male,43694,811,966
12414918,0,male,16961,0,11
8847898,0,male,2476,10,67
20448730,0,male,8745,3,14
23308350,0,female,7675,152,58
3649604,0,female,8069,330,54
949423,0,male,8188,14,47
2308098,0,female,6691,12,43
7089258,0,male,5157,224,56
18994432,0,female,4414,106,30
49224943,0,male,3721,678,506
36079961,0,male,2809,156,302
42304770,0,male,2512,70,16
7124286,0,male,14126,560,254
83956065,0,female,11945,1,44
2023111,0,male,9337,33,39
3525118,0,male,7762,57,91
1265876,0,female,2524,4,58
9415960,0,female,3325,113,47
38629442,0,male,3251,15,81
2507062,0,male,1671,6,4
321838,0,male,5593,118,138
22483968,0,male,14368,25,38
15255097,0,male,3543,95,47
90907232,0,female,546,23,295
104633499,0,male,93,3,4
63265041,0,male,4242,1,82
678830,0,male,4317,206,135
